review_id,user_id,username,review_title,review,sentiment,category,product,rating,verified_purchase,helpful_votes,review_length,purchase_date,review_date,country,language,source,device,review_type,writing_style,emotion,recommendation_score,company_response
REV018034,USR991930,joseph_sheikh629,Not Worth It,"Based on my experience, I decided to try this Tablet. Overall, I regret buying this Tablet. The connectivity is very disappointing. Save your money. Overall, it was disappointing. Still, it has a few good points.",Negative,Electronics,Tablet,1,Yes,181,35,2023-03-04,2026-06-07,Pakistan,English,Newegg,Desktop,Long,formal,Anger,2,Please contact our support team.
REV018035,USR271037,mary_miller474,Poor Experience,"My friend recommended this History Book. Overall, reading this book felt like a waste of time. I regret buying this. 😞",Negative,Books,History Book,1,No,461,21,2026-01-26,2026-01-31,France,English,Goodreads,Desktop,Medium,casual,Anger,1,Please contact our support team.
REV018036,USR243973,john_jones598,Exceeded Expectations,"From my perspective, I purchased this Antivirus during a sale. In my opinion, Everything runs smoothly and the automation is impressive. Very satisfied with my purchase. Overall, it met my expectations.",Positive,Software,Antivirus,5,No,313,31,2022-03-14,2024-09-08,USA,English,Product Hunt,Tablet,Long,formal,Joy,8,Thank you for choosing us.
REV018037,USR551562,patricia_khan231,Low Quality,"Overall, My friend recommended this History Book. For the price, This book did not meet my expectations. I regret buying this. I don't think I'll purchase it again.",Negative,Books,History Book,2,Yes,53,28,2025-08-07,2025-09-27,India,English,Goodreads,Tablet,Long,formal,Anger,3,We appreciate your feedback and will improve.
REV018039,USR789224,sophia_thomas164,Acceptable,I ordered this Web Application online. The ease of use meets basic expectations. Acceptable for the price.,Neutral,Software,Web Application,3,Yes,420,17,2023-12-22,2024-12-01,UK,English,G2,Tablet,Medium,critical,Neutral,5,We value your comments.
REV018040,USR278660,david_johnson465,Exceeded Expectations,"Wow! I recently bought this Reception Service. Additionally, Excellent hospitality and outstanding facilities. I would recommend it to everyone. I don't think I'll purchase it again. 😁",Positive,Hotels,Reception Service,4,No,212,27,2025-07-02,2026-06-01,Brazil,English,Booking.com,Tablet,Long,enthusiastic,Joy,8,We're delighted that you enjoyed our product.
REV018041,USR985374,liam_wilson336,Low Quality,The account setup process was complicated. Worst purchase ever.,Negative,Banking,Savings Account,1,Yes,108,9,2023-07-26,2025-06-05,Brazil,English,Trustpilot,Tablet,Short,critical,Anger,1,We appreciate your feedback and will improve.
REV018042,USR140302,susan_khan187,Great Quality,I recently bought this Ultrabook. I use this laptop every day and the build quality is outstanding. I would definitely buy this again. 😊,Positive,Laptops,Ultrabook,5,No,252,24,2025-12-30,2026-03-05,Canada,English,Amazon,Desktop,Medium,casual,Joy,9,Thank you for choosing us.
REV018043,USR719528,mary_smith292,Not Worth It,I ordered this University Course online. The learning material was outdated. Not recomended.,Negative,Education,University Course,2,Yes,200,13,2025-08-17,2026-05-06,Australia,English,Coursera,Mobile,Medium,formal,Anger,3,We appreciate your feedback and will improve.
REV018044,USR279712,david_thomas229,Average Experience,"Honestly, After reading many reviews, I purchased this Wireless Charger. Without a doubt, Nothing exceptional about the charging speed. It's okay. I don't think I'll purchase it again. 😐",Neutral,Mobile Phones,Wireless Charger,3,No,438,29,2024-06-07,2025-08-07,UK,English,Amazon,Desktop,Long,casual,Neutral,7,Your opinion helps us improve.
REV018045,USR667647,joseph_thomas63,Fantastic Purchase,I purchased this Workshop during a sale. The learning platform was easy to use. One of the best purchases I've made.,Positive,Education,Workshop,5,Yes,32,21,2024-02-02,2025-02-03,Canada,English,Coursera,Tablet,Medium,formal,Joy,10,We appreciate your positive review.
REV018047,USR530855,james_miller773,Worth Every Penny,I bought this Novel last month. The story of this Novel is well-designed. I would recommend it to everyone.,Positive,Books,Novel,5,Yes,25,19,2022-08-26,2025-09-02,Brazil,English,Amazon,Mobile,Medium,enthusiastic,Joy,10,Thank you for your wonderful feedback!
REV018048,USR789226,olivia_khan962,Decent Product,"After reading many reviews, I puchased this Medicine. The staff were professional enough. It's okay. 😐",Neutral,Healthcare,Medicine,3,Yes,65,16,2023-05-22,2024-01-17,USA,English,Google Reviews,Mobile,Medium,casual,Neutral,7,We value your comments.
REV018049,USR531385,sophia_thomas537,Expected Better,The weight is cheap and very frustrating. Very disappointed.,Negative,Mobile Phones,Phone Case,1,Yes,354,9,2022-04-13,2026-04-28,Australia,English,Amazon,Mobile,Short,casual,Anger,1,We appreciate your feedback and will improve.
REV018050,USR449048,susan_johnson279,Not Worth It,The quailty was below expectations. Avoid this product.,Negative,Grocery,Rice,2,No,230,8,2025-04-08,2025-10-22,Pakistan,English,Instacart,Desktop,Short,formal,Anger,2,Thank you for bringing this to our attention.
REV018051,USR605170,susan_garcia138,Decent Product,I recently bought this Hotel Room. The hotel was okay for a short stay. Neither good nor bad. 🙂,Neutral,Hotels,Hotel Room,3,Yes,140,19,2022-10-18,2024-05-27,Pakistan,English,Hotels.com,Tablet,Medium,formal,Neutral,5,We value your comments.
REV018052,USR271932,fatima_anderson947,Great Quality,This was my first time using this Training Program. I learned many valuable skills from this course. One of the best purchases I've made.,Positive,Education,Training Program,4,No,161,24,2022-12-31,2026-01-02,Pakistan,English,Udemy,Mobile,Medium,critical,Joy,10,We're delighted that you enjoyed our product.
REV018053,USR167122,emma_garcia376,Nothing Special,"Not impressed. I purchased this Wireless Charger during a sale. After using it for a while, Overall, it provides an average user experience. Could be better. It offers good value for the price. 🙂",Neutral,Mobile Phones,Wireless Charger,3,Yes,486,34,2024-01-12,2024-04-29,Canada,English,Samsung Store,Tablet,Long,critical,Neutral,5,We value your comments.
REV018055,USR210085,ahmed_ahmed703,Fair Experience,"Honestly, I wanted to share my experiance with this Video Game. Without a doubt, It provides a decent gaming experiance. Overall an average experiance. Overall, it met my expectations.",Neutral,Gaming,Video Game,3,No,226,29,2025-02-24,2025-10-05,Germany,English,Epic Games,Tablet,Long,casual,Neutral,7,Thank you for your feedback.
REV018056,USR273849,liam_anderson193,One Star,"From my perspective, After reading many reviews, I purchased this Drama Movie. Overall, This film was not worth watching. One star. It offers good value for the price. Still, it has a few good points.",Negative,Movies,Drama Movie,1,No,313,35,2026-01-05,2026-04-07,India,English,Rotten Tomatoes,Desktop,Long,formal,Anger,3,Please contact our support team.
REV018057,USR499813,john_taylor754,Expected Better,"Wow! I purchased this Power Bank during a sale. Without a doubt, The performance is faulty and not worth the price. Not recommended. I hope future versions improve.",Negative,Electronics,Power Bank,2,No,357,28,2024-03-18,2025-07-05,Germany,English,Newegg,Tablet,Long,enthusiastic,Anger,3,Please contact our support team.
REV018058,USR589932,richard_thomas934,Low Quality,"To my disappointment, I wanted to share my experience with this Photo Editor. Overall, The software failed to meet my expectations. Very disappointed. It offers good value for the price. 😞",Negative,Software,Photo Editor,1,Yes,183,31,2024-07-30,2025-01-20,France,English,Product Hunt,Desktop,Long,critical,Anger,4,We apologize for the inconvenience.
REV018059,USR453044,william_harris846,Met Expectations,I wanted to share my experience with this Medical Service. It was an average healthcare visit. Average experience. 😐,Neutral,Healthcare,Medical Service,4,No,143,19,2025-08-23,2026-03-25,Pakistan,English,Healthgrades,Desktop,Medium,casual,Neutral,6,We value your comments.
REV018060,USR546865,joseph_harris903,Amazing Experience,I am impressed with the charging speed and overall quality of this Smart Watch. Five stars. 😁,Positive,Electronics,Smart Watch,5,No,307,17,2022-09-03,2025-10-29,Pakistan,English,Best Buy,Mobile,Short,enthusiastic,Joy,10,Thank you for choosing us.
REV018061,USR181519,fatima_thomas128,Fair Experience,I bought this Snacks last month. The product was okay for the price. It's okay. 🙂,Neutral,Grocery,Snacks,3,No,101,16,2024-11-12,2025-03-06,Germany,English,Walmart,Tablet,Medium,enthusiastic,Neutral,6,Thank you for sharing your experience.
REV018062,USR238891,mary_garcia524,Acceptable,The product was okay for the price. Could be better. 😐,Neutral,Grocery,Fresh Vegetables,3,Yes,63,11,2023-09-02,2025-01-06,Japan,English,Walmart,Mobile,Short,critical,Neutral,5,Thank you for sharing your experience.
REV018063,USR769772,karen_harris781,Met Expectations,"After careful consideration, After reading many reviews, I purchased this Mobile Banking. Unfortunately, The banking service is average. Acceptable for the price. I hope future versions improve.",Neutral,Banking,Mobile Banking,2,Yes,444,27,2026-07-11,2026-07-14,Australia,English,Google Reviews,Tablet,Long,formal,Neutral,6,We appreciate your review.
REV018064,USR435370,patricia_ahmed979,Met Expectations,"After reading many reviews, I purchased this Phone Case. The phone performs reasonably well. Acceptable for the price. 😐",Neutral,Mobile Phones,Phone Case,3,No,225,19,2025-08-21,2025-12-04,Germany,English,Samsung Store,Tablet,Medium,formal,Neutral,7,Your opinion helps us improve.
REV018065,USR503298,emma_miller550,Average Experience,The story was predictable but watchable. Acceptable for the price.,Neutral,Movies,Comedy Movie,3,No,167,10,2022-11-03,2025-06-30,France,English,Rotten Tomatoes,Mobile,Short,casual,Neutral,7,We value your comments.
REV018066,USR569714,robert_jackson552,One Star,I ordered this Credit Card online. Transactions often take longer than expected. Worst purchase ever. 😡,Negative,Banking,Credit Card,1,Yes,210,16,2023-06-18,2024-04-15,Canada,English,Google Reviews,Tablet,Medium,casual,Anger,1,We appreciate your feedback and will improve.
REV018067,USR185762,noah_williams297,Fair Experience,The breakfast met basic expectations. Meets basic expectations. 🙂,Neutral,Hotels,Reception Service,3,No,412,9,2025-06-08,2025-09-13,India,English,Hotels.com,Desktop,Short,formal,Neutral,6,Thank you for sharing your experience.
REV018068,USR510513,sarah_jackson393,Very Impressed,I decided to try this Science Book. I couldn't put this Science Book down because the educational value was outstanding. Absolutely loved it. 😁,Positive,Books,Science Book,5,No,491,24,2026-01-10,2026-05-07,Australia,English,Amazon,Tablet,Medium,casual,Joy,9,Thank you for your wonderful feedback!
REV018069,USR513690,sarah_johnson147,Acceptable,It is neither excelent nor disappointing. It gets the job done.,Neutral,Electronics,Power Bank,3,Yes,194,11,2023-06-19,2024-12-03,Canada,English,Best Buy,Desktop,Short,formal,Neutral,5,Thank you for sharing your experience.
REV018070,USR915549,mary_malik155,Exceeded Expectations,"I ordered this History Book online. The writing style and creativity were exceptional. Absolutely loved it. However, there are a few minor issues.",Positive,Books,History Book,5,Yes,88,23,2023-09-10,2025-06-09,Canada,English,Goodreads,Mobile,Medium,enthusiastic,Joy,8,We appreciate your positive review.
REV018071,USR902393,fatima_johnson704,One Star,"Based on my experiance, I've been using this Business Class every day. For the price, Very disappointing travel experiance. One star. Overall, it was disappointing. Still, it has a few good points.",Negative,Airlines,Business Class,2,Yes,131,32,2024-01-23,2025-02-22,Brazil,English,TripAdvisor,Desktop,Long,formal,Anger,4,We're sorry about your experience.
REV018072,USR530234,liam_miller621,Worth Every Penny,My friend recommended this Dental Service. The doctor was professional and attentive. One of the best purchases I've made.,Positive,Healthcare,Dental Service,5,No,185,19,2023-02-07,2025-03-28,Australia,English,Healthgrades,Mobile,Medium,casual,Joy,8,Your feedback means a lot to us.
REV018073,USR821368,robert_williams514,Mixed Feelings,"This was my first time using this Wireless Earbuds. The value for money could be better, but it is usable. It gets the job done.",Neutral,Electronics,Wireless Earbuds,2,No,12,25,2022-04-12,2024-05-08,India,English,Amazon,Mobile,Medium,formal,Neutral,5,We appreciate your review.
REV018074,USR577816,michael_miller29,Average Experience,The laptop is decent for basic tasks. Nothing special.,Neutral,Laptops,Mechanical Keyboard,3,Yes,149,9,2026-03-07,2026-05-31,Pakistan,English,Amazon,Desktop,Short,critical,Neutral,7,We value your comments.
REV018075,USR912402,ali_jones486,Loved It,I ordered this Mobile Banking online. The bank provides excellent service and reliable fees. Worth every penny. 😁,Positive,Banking,Mobile Banking,5,No,290,18,2026-02-10,2026-05-14,Pakistan,English,Trustpilot,Tablet,Medium,enthusiastic,Joy,8,Thank you for choosing us.
REV018076,USR778757,linda_davis562,Very Impressed,"In my opinion, I wanted to share my experiance with this Fresh Vegetables. In my opinion, The Fresh Vegetables offered great value for money. Worth every penny. Overall, I'm very satisfied. 🔥",Positive,Grocery,Fresh Vegetables,4,Yes,102,32,2026-07-02,2026-07-23,France,English,Walmart,Mobile,Long,formal,Joy,10,We're delighted that you enjoyed our product.
REV018077,USR301152,hassan_khan321,Wouldn't Recommend,This book did not meet my expectations. Worst puchase ever.,Negative,Books,Comic Book,1,Yes,479,10,2023-12-05,2024-12-06,Germany,English,Amazon,Mobile,Short,critical,Anger,4,We're sorry about your experience.
REV018078,USR829784,sophia_jackson310,Poor Experience,The staff were not very helpful. I regret buying this.,Negative,Healthcare,Health Checkup,2,No,116,10,2024-10-05,2025-11-19,Germany,English,Google Reviews,Tablet,Short,critical,Anger,2,Please contact our support team.
REV018079,USR138933,karen_taylor695,Mixed Feelings,The Tablet performs as expected. The speaker quality is average. It's okay.,Neutral,Electronics,Tablet,4,No,286,12,2026-05-13,2026-05-30,Japan,English,Amazon,Desktop,Short,casual,Neutral,7,Thank you for sharing your experience.
REV018080,USR817494,elizabeth_miller385,Amazing Experience,"Honestly disappointed, I decided to try this Loan Service. After using it for a while, The customer service is exceptional. Worth every penny. I don't think I'll purchase it again.",Positive,Banking,Loan Service,5,Yes,101,30,2024-02-15,2025-07-16,Pakistan,English,Trustpilot,Desktop,Long,critical,Joy,8,Thank you for your wonderful feedback!
REV018081,USR604119,sarah_jones733,Five Stars,My friend recommended this Pizza. The restaurant impressed me with its service. Excellent choice.,Positive,Restaurants,Pizza,5,No,36,14,2026-02-02,2026-02-20,Japan,English,Yelp,Mobile,Medium,enthusiastic,Joy,10,We're delighted that you enjoyed our product.
REV018082,USR759083,olivia_harris760,Very Impressed,"Seriously, I decided to try this Mobile Banking. Fortunately, Everything from opening an account to daily banking is simple. One of the best purchases I've made. Overall, it met my expectations.",Positive,Banking,Mobile Banking,4,No,215,31,2021-09-04,2026-01-05,India,English,Google Reviews,Tablet,Long,casual,Joy,8,Thank you for your wonderful feedback!
REV018084,USR625697,karen_thomas448,Very Disappointed,I recently bought this Jacket. I regret buying this clothing item. Waste of money.,Negative,Clothing,Jacket,2,Yes,355,14,2022-01-17,2023-01-09,USA,English,H&M,Tablet,Medium,casual,Anger,3,Thank you for bringing this to our attention.
REV018085,USR422600,james_ahmed571,Exceeded Expectations,The quality of this clothing item is excellent. Five stars.,Positive,Clothing,T-Shirt,5,No,31,10,2024-07-21,2025-07-28,Australia,English,H&M,Mobile,Short,critical,Joy,10,We're delighted that you enjoyed our product.
REV018086,USR577931,robert_sheikh620,Excellent Product,"Sadly, My friend recommended this Flight. However, The in-flight service exceeded my expectations. Very satisfied with my purchase. I'm happy with my purchase.",Positive,Airlines,Flight,4,No,219,23,2026-06-14,2026-07-12,France,English,Skytrax,Mobile,Long,critical,Joy,9,Thank you for your wonderful feedback!
REV018087,USR990763,james_iqbal814,Waste of Money,"Unfortunately, This was my first time using this Web Application. Overall, Performance is disappointing and the customer support is poor. Waste of money. Overall, it met my expectations. Still, it has a few good points. 👎",Negative,Software,Web Application,2,No,439,36,2025-04-03,2026-02-01,UK,English,Product Hunt,Desktop,Long,critical,Anger,2,We apologize for the inconvenience.
REV018088,USR974949,mary_brown23,Very Impressed,The hotel offers great value for money. Excellent choice. 😍,Positive,Hotels,Reception Service,5,Yes,337,10,2025-05-18,2025-07-19,Australia,English,TripAdvisor,Desktop,Short,critical,Joy,8,Thank you for your wonderful feedback!
REV018089,USR293750,ali_garcia541,Loved It,I would happily fly with this airline again. One of the best purchases I've made. 👍,Positive,Airlines,Baggage Service,5,No,438,16,2023-02-05,2024-01-20,Australia,English,Skytrax,Tablet,Short,casual,Joy,8,We're delighted that you enjoyed our product.
REV018090,USR772779,fatima_smith843,Unsatisfied,"Absolutely amazing! My friend recommended this Fresh Vegetables. Without a doubt, Poor packaging ruined the experience. Waste of money. Overall, it was disappointing.",Negative,Grocery,Fresh Vegetables,1,No,407,23,2024-04-16,2024-05-31,France,English,Walmart,Tablet,Long,enthusiastic,Anger,2,Please contact our support team.
REV018091,USR426102,linda_taylor496,Loved It,I recently bought this Mobile App. The Mobile App has an delicious overall usability. One of the best purchases I've made. 🔥,Positive,Software,Mobile App,5,Yes,500,22,2024-03-07,2024-03-15,Australia,English,G2,Mobile,Medium,casual,Joy,10,Your feedback means a lot to us.
REV018092,USR579056,liam_johnson920,Poor Experience,I bought this Biography last month. The overall readability was weak and poorly developed. Waste of money.,Negative,Books,Biography,1,Yes,221,17,2026-01-17,2026-02-21,India,English,Amazon,Mobile,Medium,enthusiastic,Anger,1,Please contact our support team.
REV018093,USR357373,charles_garcia151,Nothing Special,"To be honest, I decided to try this WiFi. For the price, Overall, it was an ordinary hotel experience. Could be better. I don't think I'll purchase it again.",Neutral,Hotels,WiFi,4,Yes,99,29,2025-07-21,2026-04-13,Japan,English,Hotels.com,Desktop,Long,casual,Neutral,6,We appreciate your review.
REV018094,USR335197,ahmed_williams888,It's Okay,"Absolutely amazing! After reading many reviews, I purchased this Fresh Vegetables. On top of that, The expiration dates could be better. Nothing special. Overall, I'm very satisfied.",Neutral,Grocery,Fresh Vegetables,3,No,243,27,2021-09-26,2021-10-07,Japan,English,Instacart,Desktop,Long,enthusiastic,Neutral,5,Thank you for your feedback.
REV018095,USR352181,olivia_garcia375,Excellent Product,This was my first time using this Controller. I've spent many hours playing this game and loved every minute. I would recommend it to everyone. 😍,Positive,Gaming,Controller,5,No,340,26,2025-07-20,2025-11-16,UK,English,Epic Games,Desktop,Medium,critical,Joy,10,We appreciate your positive review.
REV018096,USR394866,robert_malik956,Highly Recommended,"Honestly, I recently bought this Gaming Chair. After using it for a while, The developers did an excellent job with the characters. I would definitely buy this again. I would buy it again.",Positive,Gaming,Gaming Chair,5,Yes,161,33,2024-02-16,2025-11-05,Pakistan,English,Metacritic,Desktop,Long,casual,Joy,10,We appreciate your positive review.
REV018097,USR486999,fatima_smith525,Highly Recommended,"The hotel offers great value for money. I would recommend it to everyone. However, there are a few minor issues. 😊",Positive,Hotels,Hotel Room,5,No,209,21,2022-09-06,2024-11-17,India,English,Booking.com,Mobile,Short,casual,Joy,10,Thank you for choosing us.
REV018098,USR223078,joseph_khan43,Very Impressed,"Overall, I purchased this Baggage Service during a sale. In my opinion, The overall travel experiance was enjoyable. Highly recommended. It wasn't worth the money.",Positive,Airlines,Baggage Service,5,No,380,25,2023-01-21,2024-07-09,USA,English,Skytrax,Mobile,Long,formal,Joy,10,We're delighted that you enjoyed our product.
REV018099,USR326254,john_white10,Waste of Money,"After reading many reviews, I purchased this Wireless Charger. The Wireless Charger failed after a short period of use. I regret buying this.",Negative,Mobile Phones,Wireless Charger,1,No,75,23,2024-10-18,2025-11-16,Germany,English,Apple Store,Tablet,Medium,critical,Anger,1,We apologize for the inconvenience.
REV018100,USR943664,william_taylor458,Highly Recommended,"Honestly, I wanted to share my experience with this Jeans. After using it for a while, This outfit offers excellent value for money. Exceeded my expectations. It offers good value for the price. 😍",Positive,Clothing,Jeans,5,Yes,163,34,2024-09-02,2026-06-20,Germany,English,H&M,Mobile,Long,casual,Joy,8,Thank you for your wonderful feedback!
REV018101,USR217181,patricia_johnson913,Average Experience,"I decided to try this Gaming Chair. Overall, it's a decent title. Could be better. 😐",Neutral,Gaming,Gaming Chair,2,Yes,90,16,2022-07-21,2024-04-07,Canada,English,Steam,Tablet,Medium,critical,Neutral,7,Your opinion helps us improve.
REV018102,USR368627,fatima_ahmed814,Fantastic Purchase,"Not impressed. My friend recommended this Wireless Mouse. After using it for a while, Everything works perfectly and the fan noise is excellent. Very satisfied with my purchase. It wasn't worth the money.",Positive,Laptops,Wireless Mouse,5,Yes,388,33,2022-10-03,2024-05-12,Germany,English,Lenovo Store,Tablet,Long,critical,Joy,10,We're delighted that you enjoyed our product.
REV018103,USR760456,thomas_smith343,Highly Recommended,"Unfortunately, After reading many reviews, I purchased this Rice. However, The packaging and quality were impressive. I would recommend it to everyone. I hope future versions improve. 😍",Positive,Grocery,Rice,5,No,18,28,2025-05-28,2026-02-11,France,English,Instacart,Mobile,Long,critical,Joy,10,Your feedback means a lot to us.
REV018104,USR920784,michael_thomas602,Mixed Feelings,"Overall, it's a decent title. Nothing special. 🙂",Neutral,Gaming,Video Game,2,Yes,198,8,2023-02-19,2024-11-17,USA,English,Metacritic,Tablet,Short,enthusiastic,Neutral,7,We value your comments.
REV018105,USR631954,sarah_anderson72,Waste of Money,This was my first time using this Biography. The chapter organization was defective. I regret buying this.,Negative,Books,Biography,1,No,457,17,2025-01-30,2025-11-13,France,English,Goodreads,Tablet,Medium,critical,Anger,4,Please contact our support team.
REV018106,USR712256,elizabeth_white506,Low Quality,I ordered this Milk online. The quantity was rude. Worst purchase ever.,Negative,Grocery,Milk,2,No,64,12,2023-10-04,2025-01-10,Australia,English,Instacart,Desktop,Medium,critical,Anger,2,Please contact our support team.
REV018107,USR628369,ayesha_iqbal47,Acceptable,The design is simple and practical. Could be better.,Neutral,Clothing,Hoodie,3,Yes,390,9,2023-06-13,2023-11-17,Australia,English,H&M,Desktop,Short,formal,Neutral,6,We appreciate your review.
REV018109,USR809227,karen_garcia786,Reasonable Purchase,"To be honest, This was my first time using this Sneakers. However, It met my basic expectations. Overall an average experiance. Overall, it was disappointing.",Neutral,Clothing,Sneakers,2,No,425,25,2026-03-21,2026-03-25,UK,English,Amazon,Desktop,Long,casual,Neutral,5,Thank you for your feedback.
REV018110,USR177728,fatima_malik430,Excellent Product,"After reading many reviews, I purchased this Gaming Laptop. Fantastic laptop with premium build quality and an excellent keyboard. Highly recommended.",Positive,Laptops,Gaming Laptop,5,No,443,21,2026-06-08,2026-06-24,UK,English,Lenovo Store,Mobile,Medium,critical,Joy,8,We appreciate your positive review.
REV018111,USR605858,ali_johnson601,Very Disappointed,Installation was frustrating because of camera quality is disappointing. I would never buy this again. 😡,Negative,Software,Desktop Software,2,Yes,171,16,2024-08-31,2024-11-20,Pakistan,English,G2,Desktop,Short,casual,Anger,2,Thank you for bringing this to our attention.
REV018112,USR538533,barbara_smith257,Decent Product,"Unfortunately, I wanted to share my experience with this Baggage Service. Unfortunately, The flight was comfortable enough. Works as expected. I would definitely recommend it. 🤔",Neutral,Airlines,Baggage Service,3,Yes,38,26,2025-08-16,2026-02-12,Germany,English,TripAdvisor,Mobile,Long,critical,Neutral,5,Your opinion helps us improve.
REV018113,USR738280,michael_sheikh836,Fantastic Purchase,I ordered this Snacks online. The packaging and freshness were impressive. Excellent choice.,Positive,Grocery,Snacks,4,Yes,135,13,2025-08-13,2026-07-18,Japan,English,Walmart,Mobile,Medium,critical,Joy,10,We're delighted that you enjoyed our product.
REV018114,USR474586,susan_wilson770,Excellent Product,"Couldn't be happier! I bought this Documentary last month. On top of that, I enjoyed every minute of this movie. I would definately buy this again. It wasn't worth the money.",Positive,Movies,Documentary,5,No,112,31,2023-10-11,2024-11-03,Australia,English,Rotten Tomatoes,Tablet,Long,enthusiastic,Joy,9,Thank you for choosing us.
REV018115,USR340370,jessica_davis134,Worth Every Penny,"After careful consideration, I wanted to share my experience with this Novel. In my opinion, The overall readability of this Novel is versatile. Very satisfied with my purchase. Overall, I'm very satisfied.",Positive,Books,Novel,5,No,347,32,2021-10-07,2026-02-12,France,English,Goodreads,Tablet,Long,formal,Joy,9,We appreciate your positive review.
REV018116,USR235786,jennifer_malik935,Fantastic Purchase,I ordered this Controller online. The difficulty is well-designed. Highly recommended.,Positive,Gaming,Controller,5,No,416,11,2024-09-26,2025-06-06,Canada,English,Steam,Tablet,Medium,critical,Joy,10,Your feedback means a lot to us.
REV018117,USR509802,fatima_jackson772,Nothing Special,"Honestly, I purchased this Health Checkup during a sale. On top of that, The service could be improved. Could be better. I would definitely recommend it. 🙂",Neutral,Healthcare,Health Checkup,2,No,114,27,2023-03-07,2024-07-04,UK,English,Google Reviews,Tablet,Long,casual,Neutral,6,We value your comments.
REV018118,USR675652,elizabeth_iqbal613,Loved It,The performance is spacious. Five stars.,Positive,Gaming,Gaming Console,5,Yes,210,6,2022-07-24,2024-11-06,Canada,English,Epic Games,Mobile,Short,critical,Joy,8,Thank you for your wonderful feedback!
REV018119,USR843272,richard_smith667,Met Expectations,"Fantastic! I purchased this Phone Charger during a sale. Without a doubt, The phone performs reasonably well. Average experience. I'm happy with my purchase.",Neutral,Mobile Phones,Phone Charger,2,Yes,479,24,2022-05-03,2026-02-26,Australia,English,Samsung Store,Mobile,Long,enthusiastic,Neutral,7,We appreciate your review.
REV018121,USR303160,elizabeth_anderson608,Unsatisfied,I would not visit this restaurant again. Worst purchase ever. 😞,Negative,Restaurants,Pizza,2,Yes,386,11,2025-09-29,2025-11-12,Brazil,English,Yelp,Desktop,Short,critical,Anger,2,We're sorry about your experience.
REV018122,USR996449,jessica_harris916,Met Expectations,I wanted to share my experience with this Video Game. It was enjoyable in parts but not outstanding. It's okay. 😐,Neutral,Gaming,Video Game,3,No,480,21,2026-06-06,2026-06-21,Pakistan,English,Metacritic,Tablet,Medium,formal,Neutral,6,Thank you for sharing your experience.
REV018123,USR507610,david_wilson445,Very Disappointed,The overall quality is disappointing because of the display. Completely dissatisfied.,Negative,Laptops,Business Laptop,1,Yes,431,11,2024-09-21,2026-03-09,Canada,English,Amazon,Mobile,Short,casual,Anger,1,We appreciate your feedback and will improve.
REV018124,USR822540,elizabeth_khan954,Waste of Money,"My friend recommended this Jacket. The quality is disappointing for the price. Not recommended. Still, it has a few good points. 😕",Negative,Clothing,Jacket,2,Yes,342,22,2025-09-27,2026-06-09,France,English,H&M,Mobile,Medium,critical,Anger,1,Thank you for bringing this to our attention.
REV018125,USR985206,barbara_brown509,Wouldn't Recommend,I recently bought this WiFi. The WiFi was not clean and the comfort was poor. Completely dissatisfied.,Negative,Hotels,WiFi,2,No,499,17,2022-09-18,2025-04-29,India,English,Hotels.com,Desktop,Medium,casual,Anger,2,We appreciate your feedback and will improve.
REV018126,USR912715,jennifer_smith899,Fantastic Purchase,"Overall, this was one of the best educational experiences I've had. Highly recommended.",Positive,Education,University Course,5,No,129,13,2024-06-29,2025-04-20,Pakistan,English,Google Reviews,Desktop,Short,enthusiastic,Joy,9,We appreciate your positive review.
REV018127,USR548337,noah_jones109,Excellent Product,My friend recommended this Phone Charger. Excellent phone with an perfect audio quality. Very satisfied with my purchase.,Positive,Mobile Phones,Phone Charger,5,Yes,292,18,2023-04-23,2026-02-22,Canada,English,Samsung Store,Tablet,Medium,casual,Joy,9,We appreciate your positive review.
REV018128,USR686206,richard_garcia52,Average Experience,"Not impressed. This was my first time using this Drama Movie. For the price, The movie was average. Works as expected. It offers good value for the price.",Neutral,Movies,Drama Movie,3,No,480,28,2023-11-08,2026-02-25,India,English,IMDb,Desktop,Long,critical,Neutral,7,Thank you for your feedback.
REV018129,USR142439,william_smith512,It's Okay,"Unfortunately, I bought this Phone Case last month. For the price, The phone performs reasonably well. Neither good nor bad. I would definitely recommend it.",Neutral,Mobile Phones,Phone Case,4,Yes,246,25,2022-02-16,2025-02-15,Pakistan,English,Samsung Store,Desktop,Long,critical,Neutral,7,We value your comments.
REV018130,USR588334,charles_miller882,Five Stars,I wanted to share my experience with this Cooking Oil. Very happy with the quality of this Cooking Oil. I would definitely buy this again.,Positive,Grocery,Cooking Oil,5,No,168,25,2024-06-24,2025-02-18,USA,English,Walmart,Desktop,Medium,enthusiastic,Joy,9,Thank you for your wonderful feedback!
REV018131,USR848077,fatima_smith102,One Star,"In my opinion, I purchased this Jeans during a sale. Fortunately, The stitching is cheap. Waste of money. I'm happy with my purchase.",Negative,Clothing,Jeans,2,Yes,46,23,2025-07-09,2025-08-07,India,English,Zara,Mobile,Long,formal,Anger,3,Thank you for bringing this to our attention.
REV018132,USR974673,thomas_taylor199,Unsatisfied,"Honestly disappointed, My friend recomended this Horror Movie. Without a doubt, Overall, the movie failed to entertain me. Save your money. I would buy it again.",Negative,Movies,Horror Movie,1,No,381,26,2023-03-08,2025-03-21,Brazil,English,Rotten Tomatoes,Mobile,Long,critical,Anger,4,We're sorry about your experience.
